datetime,id,rank
2018-03-04 03:34:24.925354,20,2749
2018-03-04 03:34:24.925354,21,10330
2018-03-04 03:34:24.925354,22,1086
2018-03-04 03:34:24.925354,23,1662
2018-03-04 03:34:24.925354,24,9454
2018-03-04 03:34:24.925354,25,4847
2018-03-04 03:34:24.925354,26,12872
2018-03-04 03:34:24.925354,27,79
2018-03-04 03:34:24.925354,28,10276
2018-03-04 03:34:24.925354,29,161
2018-03-04 03:34:24.925354,30,108
2018-03-04 03:34:24.925354,31,158
2018-03-04 03:34:24.925354,32,683
2018-03-04 03:34:24.925354,33,1303
2018-03-04 03:34:24.925354,34,32660
2018-03-04 03:34:24.925354,35,191
2018-03-04 03:34:24.925354,36,326
2018-03-04 03:34:24.925354,37,65
2018-03-04 03:34:24.925354,38,391
2018-03-04 03:34:24.925354,39,998
2018-03-04 03:34:24.925354,40,1229
2018-03-04 03:34:24.925354,41,3596
2018-03-04 03:34:24.925354,42,250
2018-03-04 03:34:24.925354,43,426
2018-03-04 03:34:24.925354,44,304
2018-03-04 03:34:24.925354,45,2923
2018-03-04 03:34:24.925354,46,1082
2018-03-04 03:34:24.925354,47,487
2018-03-04 03:34:24.925354,48,182
2018-03-04 03:34:24.925354,49,30
2018-03-04 03:34:24.925354,50,1581
2018-03-04 03:34:24.925354,52,336
2018-03-04 03:34:24.925354,53,381
2018-03-04 03:34:24.925354,54,997
2018-03-04 03:34:24.925354,55,157
2018-03-04 03:34:24.925354,56,4633
2018-03-04 03:34:24.925354,57,1970
2018-03-04 03:34:24.925354,58,7691
2018-03-04 03:34:24.925354,59,5570
2018-03-04 03:34:24.925354,60,1552
2018-03-04 03:34:24.925354,61,6370
2018-03-04 03:34:24.925354,62,91
2018-03-04 03:34:24.925354,63,298
2018-03-04 03:34:24.925354,64,243
2018-03-04 03:34:24.925354,65,129
2018-03-04 03:34:24.925354,66,803
2018-03-04 03:34:24.925354,67,955
2018-03-04 03:34:24.925354,68,109
2018-03-04 03:34:24.925354,69,78
2018-03-04 03:34:24.925354,70,983
2018-03-04 03:34:24.925354,71,1409
2018-03-04 03:34:24.925354,72,237
2018-03-04 03:34:24.925354,73,58
2018-03-04 03:34:24.925354,74,4953
2018-03-04 03:34:24.925354,75,18008
2018-03-04 03:34:24.925354,76,1085
2018-03-04 03:34:24.925354,78,631
2018-03-05 06:28:50.478770,0,474
2018-03-05 06:28:50.478770,1,234
2018-03-05 06:28:50.478770,2,682
2018-03-05 06:28:50.478770,3,62
2018-03-05 06:28:50.478770,4,101
2018-03-05 06:28:50.478770,5,1375
2018-03-05 06:28:50.478770,6,7886
2018-03-05 06:28:50.478770,7,147
2018-03-05 06:28:50.478770,8,177
2018-03-05 06:28:50.478770,9,1982
2018-03-05 06:28:50.478770,10,24
2018-03-05 06:28:50.478770,11,219
2018-03-05 06:28:50.478770,12,340
2018-03-05 06:28:50.478770,13,1018
2018-03-05 06:28:50.478770,14,167
2018-03-05 06:28:50.478770,15,83
2018-03-05 06:28:50.478770,16,174
2018-03-05 06:28:50.478770,17,198
2018-03-05 06:28:50.478770,18,57
2018-03-05 06:28:50.478770,19,210
2018-03-05 06:28:50.478770,20,2711
2018-03-05 06:28:50.478770,21,10226
2018-03-05 06:28:50.478770,22,1097
2018-03-05 06:28:50.478770,23,1668
2018-03-05 06:28:50.478770,24,9555
2018-03-05 06:28:50.478770,25,4859
2018-03-05 06:28:50.478770,26,13092
2018-03-05 06:28:50.478770,27,79
2018-03-05 06:28:50.478770,28,10337
2018-03-05 06:28:50.478770,29,162
2018-03-05 06:28:50.478770,30,108
2018-03-05 06:28:50.478770,31,159
2018-03-05 06:28:50.478770,32,689
2018-03-05 06:28:50.478770,33,1308
2018-03-05 06:28:50.478770,34,33033
2018-03-05 06:28:50.478770,35,192
2018-03-05 06:28:50.478770,36,329
2018-03-05 06:28:50.478770,37,65
2018-03-05 06:28:50.478770,38,390
2018-03-05 06:28:50.478770,39,1000
2018-03-05 06:28:50.478770,40,1236
2018-03-05 06:28:50.478770,41,3726
2018-03-05 06:28:50.478770,42,246
2018-03-05 06:28:50.478770,43,427
2018-03-05 06:28:50.478770,44,309
2018-03-05 06:28:50.478770,45,2928
2018-03-05 06:28:50.478770,46,1064
2018-03-05 06:28:50.478770,47,484
2018-03-05 06:28:50.478770,48,182
2018-03-05 06:28:50.478770,49,30
2018-03-05 06:28:50.478770,50,1595
2018-03-05 06:28:50.478770,52,338
2018-03-05 06:28:50.478770,53,382
2018-03-05 06:28:50.478770,54,996
2018-03-05 06:28:50.478770,55,160
2018-03-05 06:28:50.478770,56,4697
2018-03-05 06:28:50.478770,57,1986
2018-03-05 06:28:50.478770,58,7625
2018-03-05 06:28:50.478770,59,5627
2018-03-05 06:28:50.478770,60,1587
2018-03-05 06:28:50.478770,61,6376
2018-03-05 06:28:50.478770,62,94
2018-03-05 06:28:50.478770,63,297
2018-03-05 06:28:50.478770,64,245
2018-03-05 06:28:50.478770,65,131
2018-03-05 06:28:50.478770,66,812
2018-03-05 06:28:50.478770,67,948
2018-03-05 06:28:50.478770,68,110
2018-03-05 06:28:50.478770,69,78
2018-03-05 06:28:50.478770,70,979
2018-03-05 06:28:50.478770,71,1426
2018-03-05 06:28:50.478770,72,238
2018-03-05 06:28:50.478770,73,58
2018-03-05 06:28:50.478770,74,4744
2018-03-05 06:28:50.478770,75,17945
2018-03-05 06:28:50.478770,76,1101
2018-03-05 06:28:50.478770,78,624
2018-03-06 01:00:31.524655,0,473
2018-03-06 01:00:31.524655,1,233
2018-03-06 01:00:31.524655,2,682
2018-03-06 01:00:31.524655,3,63
2018-03-06 01:00:31.524655,4,100
2018-03-06 01:00:31.524655,5,1386
2018-03-06 01:00:31.524655,6,7764
2018-03-06 01:00:31.524655,7,146
2018-03-06 01:00:31.524655,8,174
2018-03-06 01:00:31.524655,9,1975
2018-03-06 01:00:31.524655,10,24
2018-03-06 01:00:31.524655,11,216
2018-03-06 01:00:31.524655,12,340
2018-03-06 01:00:31.524655,13,1009
2018-03-06 01:00:31.524655,14,166
2018-03-06 01:00:31.524655,15,82
2018-03-06 01:00:31.524655,16,170
2018-03-06 01:00:31.524655,17,198
2018-03-06 01:00:31.524655,18,58
2018-03-06 01:00:31.524655,19,208
2018-03-06 01:00:31.524655,20,2705
2018-03-06 01:00:31.524655,21,10242
2018-03-06 01:00:31.524655,22,1074
2018-03-06 01:00:31.524655,23,1677
2018-03-06 01:00:31.524655,24,9502
2018-03-06 01:00:31.524655,25,4836
2018-03-06 01:00:31.524655,26,12843
2018-03-06 01:00:31.524655,27,80
2018-03-06 01:00:31.524655,28,10283
2018-03-06 01:00:31.524655,29,162
2018-03-06 01:00:31.524655,30,107
2018-03-06 01:00:31.524655,31,156
2018-03-06 01:00:31.524655,32,694
2018-03-06 01:00:31.524655,33,1304
2018-03-06 01:00:31.524655,34,33038
2018-03-06 01:00:31.524655,35,190
2018-03-06 01:00:31.524655,36,328
2018-03-06 01:00:31.524655,37,65
2018-03-06 01:00:31.524655,38,393
2018-03-06 01:00:31.524655,39,979
2018-03-06 01:00:31.524655,40,1238
2018-03-06 01:00:31.524655,41,3788
2018-03-06 01:00:31.524655,42,243
2018-03-06 01:00:31.524655,43,420
2018-03-06 01:00:31.524655,44,306
2018-03-06 01:00:31.524655,45,2928
2018-03-06 01:00:31.524655,46,1062
2018-03-06 01:00:31.524655,47,479
2018-03-06 01:00:31.524655,48,181
2018-03-06 01:00:31.524655,49,30
2018-03-06 01:00:31.524655,50,1589
2018-03-06 01:00:31.524655,52,335
2018-03-06 01:00:31.524655,53,374
2018-03-06 01:00:31.524655,54,995
2018-03-06 01:00:31.524655,55,157
2018-03-06 01:00:31.524655,56,4533
2018-03-06 01:00:31.524655,57,1982
2018-03-06 01:00:31.524655,58,7666
2018-03-06 01:00:31.524655,59,5641
2018-03-06 01:00:31.524655,60,1599
2018-03-06 01:00:31.524655,61,6386
2018-03-06 01:00:31.524655,62,93
2018-03-06 01:00:31.524655,63,294
2018-03-06 01:00:31.524655,64,242
2018-03-06 01:00:31.524655,65,129
2018-03-06 01:00:31.524655,66,817
2018-03-06 01:00:31.524655,67,948
2018-03-06 01:00:31.524655,68,109
2018-03-06 01:00:31.524655,69,78
2018-03-06 01:00:31.524655,70,978
2018-03-06 01:00:31.524655,71,1426
2018-03-06 01:00:31.524655,72,237
2018-03-06 01:00:31.524655,73,57
2018-03-06 01:00:31.524655,74,4795
2018-03-06 01:00:31.524655,75,18027
2018-03-06 01:00:31.524655,76,1100
2018-03-06 01:00:31.524655,78,618
2018-03-06 01:00:31.524655,79,1306
